model,context,layer,target_id,target_text,rank_target_tangent,rank_wrong_tangent,rank_random_tangent,rank_offarc_random,rank_offarc_toward,rank_offarc_away,first_rank1_angle
EleutherAI/pythia-160m,The quick brown fox,0,1077, very,29,4500,9289,25,4109,1,
EleutherAI/pythia-160m,The quick brown fox,0,1080,ator,259,29538,27162,177,19580,1,
EleutherAI/pythia-160m,The quick brown fox,0,1104,ients,14369,48291,50077,13121,46455,75,
EleutherAI/pythia-160m,The quick brown fox,0,1123,ave,5532,45637,47224,4231,41310,13,
EleutherAI/pythia-160m,The quick brown fox,0,1138,""">",1943,30576,37902,2005,25085,20,
EleutherAI/pythia-160m,The quick brown fox,0,1140, tra,84,14679,19898,78,7072,1,
EleutherAI/pythia-160m,The quick brown fox,0,1149, gu,2,1339,6282,3,684,1,
EleutherAI/pythia-160m,The quick brown fox,0,1185, dire,12738,46427,47224,13344,40997,281,
EleutherAI/pythia-160m,The quick brown fox,0,1219, Al,3522,36669,39242,3661,25183,70,
EleutherAI/pythia-160m,The quick brown fox,0,1223, while,255,26072,25302,379,16845,1,
EleutherAI/pythia-160m,The quick brown fox,0,1239, read,31,12872,23382,33,7869,1,
EleutherAI/pythia-160m,The quick brown fox,0,1251,ng,3014,42165,44553,4904,32407,23,
EleutherAI/pythia-160m,The quick brown fox,0,1427,ulation,2441,37972,45838,3323,32005,14,
EleutherAI/pythia-160m,The quick brown fox,0,1434,acter,775,39777,39487,1551,31862,1,
EleutherAI/pythia-160m,The quick brown fox,0,1450,::,38,27904,26692,31,10866,1,
EleutherAI/pythia-160m,The quick brown fox,0,1453, control,2,4804,16325,2,1471,1,
EleutherAI/pythia-160m,The quick brown fox,0,1460, pur,1,72,118,1,18,1,9.46828842163086
EleutherAI/pythia-160m,The quick brown fox,0,1525,99,8306,35376,35610,8135,34026,277,
EleutherAI/pythia-160m,The quick brown fox,0,1546,ural,9,11272,9419,6,8654,1,
EleutherAI/pythia-160m,The quick brown fox,0,1592,fer,2232,40881,46987,2766,34123,8,
EleutherAI/pythia-160m,The quick brown fox,0,1603,}(,4297,35708,28753,6131,31884,69,
EleutherAI/pythia-160m,The quick brown fox,0,1710,gram,1,3890,7017,3,973,1,16.69346809387207
EleutherAI/pythia-160m,The quick brown fox,0,1740, four,87,5308,10512,130,4984,1,
EleutherAI/pythia-160m,The quick brown fox,0,1751,ene,687,37612,39911,610,31298,1,
EleutherAI/pythia-160m,The quick brown fox,0,1768,bs,12076,47283,48805,12989,44470,81,
EleutherAI/pythia-160m,The quick brown fox,0,1779,Ch,2644,25786,30426,3008,27608,27,
EleutherAI/pythia-160m,The quick brown fox,0,1788,lection,1161,37129,38054,1465,31944,1,
EleutherAI/pythia-160m,The quick brown fox,0,1813,icro,93,23913,31761,113,14296,1,
EleutherAI/pythia-160m,The quick brown fox,4,60,[,5,6775,4740,6,1322,1,
EleutherAI/pythia-160m,The quick brown fox,4,75,j,198,11714,24463,205,6183,2,
EleutherAI/pythia-160m,The quick brown fox,4,80,o,8,8629,15964,4,1443,1,
EleutherAI/pythia-160m,The quick brown fox,4,81,p,5,3724,3203,6,636,1,
EleutherAI/pythia-160m,The quick brown fox,4,264,ed,2,2569,1339,2,23,1,
EleutherAI/pythia-160m,The quick brown fox,4,268, p,15,2521,3404,24,1143,1,
EleutherAI/pythia-160m,The quick brown fox,4,270, b,444,12670,19760,689,7969,11,
EleutherAI/pythia-160m,The quick brown fox,4,324,ad,128,22277,36275,143,9585,1,
EleutherAI/pythia-160m,The quick brown fox,4,351,od,18,8916,20191,22,3765,1,
EleutherAI/pythia-160m,The quick brown fox,4,359, we,51,8648,17221,46,4212,1,
EleutherAI/pythia-160m,The quick brown fox,4,369, was,15,1201,1846,18,470,1,
EleutherAI/pythia-160m,The quick brown fox,4,389, com,7,4033,4462,9,1196,1,
EleutherAI/pythia-160m,The quick brown fox,4,398,ers,2,1957,10499,2,154,1,
EleutherAI/pythia-160m,The quick brown fox,4,416, R,165,6533,10721,249,5331,1,
EleutherAI/pythia-160m,The quick brown fox,4,419, ha,22,5126,4238,17,2366,1,
EleutherAI/pythia-160m,The quick brown fox,4,451,ial,35,22596,35521,23,8212,1,
EleutherAI/pythia-160m,The quick brown fox,4,494,able,2,9851,20353,5,1867,1,
EleutherAI/pythia-160m,The quick brown fox,4,495, 3,315,7306,6012,464,4628,15,
EleutherAI/pythia-160m,The quick brown fox,4,528,ous,10,12101,17892,13,2812,1,
EleutherAI/pythia-160m,The quick brown fox,4,598, up,56,14905,28276,55,5553,1,
EleutherAI/pythia-160m,The quick brown fox,4,606,ang,4732,45639,48254,6124,38346,40,
EleutherAI/pythia-160m,The quick brown fox,4,609,are,657,30926,39140,869,18397,3,
EleutherAI/pythia-160m,The quick brown fox,4,684,ates,3452,45405,45904,2301,34719,35,
EleutherAI/pythia-160m,The quick brown fox,4,695,ric,28,12443,17414,22,6125,1,
EleutherAI/pythia-160m,The quick brown fox,4,720,ject,2,4671,5078,2,541,1,
EleutherAI/pythia-160m,The quick brown fox,4,723,ings,2,26889,22918,2,3364,1,
EleutherAI/pythia-160m,The quick brown fox,4,778, may,5,843,3328,5,419,1,
EleutherAI/pythia-160m,The quick brown fox,4,807, year,7,4446,9257,7,1201,1,
EleutherAI/pythia-160m,The quick brown fox,4,864,hen,83,20509,19495,110,9862,1,
EleutherAI/pythia-160m,The quick brown fox,4,883,11,1343,12747,15830,1368,9605,115,
EleutherAI/pythia-160m,The quick brown fox,4,888,ident,21,5041,8173,21,3037,1,
EleutherAI/pythia-160m,The quick brown fox,4,896, back,2,2025,11117,4,683,1,
EleutherAI/pythia-160m,The quick brown fox,4,927, includ,316,18654,21292,396,10364,3,
EleutherAI/pythia-160m,The quick brown fox,4,977,other,16779,47982,50192,18260,46870,489,
EleutherAI/pythia-160m,The quick brown fox,4,1002, produ,7281,34706,41769,7838,32364,564,
EleutherAI/pythia-160m,The quick brown fox,4,1052, 200,5919,29066,28581,6639,24407,832,
EleutherAI/pythia-160m,The quick brown fox,4,1077, very,41,3764,5463,21,2677,1,
EleutherAI/pythia-160m,The quick brown fox,4,1080,ator,1588,38889,38831,1787,27640,11,
EleutherAI/pythia-160m,The quick brown fox,4,1104,ients,9479,48153,50173,8941,46729,52,
EleutherAI/pythia-160m,The quick brown fox,4,1123,ave,2485,43628,49862,2691,35192,10,
EleutherAI/pythia-160m,The quick brown fox,4,1138,""">",1280,27161,31466,1321,18961,23,
EleutherAI/pythia-160m,The quick brown fox,4,1140, tra,303,19396,29609,410,10767,2,
EleutherAI/pythia-160m,The quick brown fox,4,1149, gu,21,4928,11532,37,2295,1,
EleutherAI/pythia-160m,The quick brown fox,4,1185, dire,10667,46669,48605,11307,42586,393,
EleutherAI/pythia-160m,The quick brown fox,4,1219, Al,141,10958,4890,160,4764,2,
EleutherAI/pythia-160m,The quick brown fox,4,1223, while,130,19547,22159,152,8351,1,
EleutherAI/pythia-160m,The quick brown fox,4,1239, read,408,23853,24027,171,14446,5,
EleutherAI/pythia-160m,The quick brown fox,4,1251,ng,3319,43237,48235,3081,35176,24,
EleutherAI/pythia-160m,The quick brown fox,4,1427,ulation,144,20193,14671,148,11445,1,
EleutherAI/pythia-160m,The quick brown fox,4,1434,acter,284,34868,38051,611,19690,1,
EleutherAI/pythia-160m,The quick brown fox,4,1450,::,18,20966,26431,19,5655,1,
EleutherAI/pythia-160m,The quick brown fox,4,1453, control,2,3491,4561,3,668,1,
EleutherAI/pythia-160m,The quick brown fox,4,1460, pur,1,489,630,2,147,1,15.402411460876465
EleutherAI/pythia-160m,The quick brown fox,4,1525,99,3492,28749,29610,3472,25450,134,
EleutherAI/pythia-160m,The quick brown fox,4,1546,ural,18,10421,19927,9,4073,1,
EleutherAI/pythia-160m,The quick brown fox,4,1592,fer,2,5323,3015,2,875,1,
EleutherAI/pythia-160m,The quick brown fox,4,1603,}(,1069,25454,14552,1113,17528,19,
EleutherAI/pythia-160m,The quick brown fox,4,1710,gram,2,2117,2843,2,434,1,
EleutherAI/pythia-160m,The quick brown fox,4,1740, four,99,4354,7877,231,3686,2,
EleutherAI/pythia-160m,The quick brown fox,4,1751,ene,269,30263,38279,386,15977,2,
EleutherAI/pythia-160m,The quick brown fox,4,1768,bs,791,34705,43010,618,22221,3,
EleutherAI/pythia-160m,The quick brown fox,4,1779,Ch,655,13633,14640,906,9844,17,
EleutherAI/pythia-160m,The quick brown fox,4,1788,lection,747,33189,37917,811,25928,2,
EleutherAI/pythia-160m,The quick brown fox,4,1813,icro,14,8717,13298,15,4429,1,
EleutherAI/pythia-160m,The quick brown fox,7,60,[,57,18024,23474,110,13116,1,
EleutherAI/pythia-160m,The quick brown fox,7,75,j,198,12321,20774,359,13611,1,
EleutherAI/pythia-160m,The quick brown fox,7,80,o,34,17662,21640,25,11960,1,
EleutherAI/pythia-160m,The quick brown fox,7,81,p,11,8311,4837,13,5908,1,
EleutherAI/pythia-160m,The quick brown fox,7,264,ed,2,15478,16618,2,5709,1,
EleutherAI/pythia-160m,The quick brown fox,7,268, p,13,2791,2343,19,1889,1,
EleutherAI/pythia-160m,The quick brown fox,7,270, b,231,9148,9427,174,6386,5,
EleutherAI/pythia-160m,The quick brown fox,7,324,ad,140,22738,29873,139,15931,1,
EleutherAI/pythia-160m,The quick brown fox,7,351,od,4,5749,8280,4,4813,1,
EleutherAI/pythia-160m,The quick brown fox,7,359, we,37,8064,21755,28,6411,1,
EleutherAI/pythia-160m,The quick brown fox,7,369, was,19,1953,3923,22,1930,1,
EleutherAI/pythia-160m,The quick brown fox,7,389, com,2,729,2968,2,251,1,
EleutherAI/pythia-160m,The quick brown fox,7,398,ers,2,5557,8828,1,4229,1,
EleutherAI/pythia-160m,The quick brown fox,7,416, R,524,12168,28643,747,13856,1,
EleutherAI/pythia-160m,The quick brown fox,7,419, ha,4,2357,3880,5,1474,1,
EleutherAI/pythia-160m,The quick brown fox,7,451,ial,32,22636,31033,25,15450,1,
EleutherAI/pythia-160m,The quick brown fox,7,494,able,10,21660,30366,6,13638,1,
EleutherAI/pythia-160m,The quick brown fox,7,495, 3,367,8732,16487,314,7867,1,
EleutherAI/pythia-160m,The quick brown fox,7,528,ous,27,21609,29154,147,14464,1,
EleutherAI/pythia-160m,The quick brown fox,7,598, up,83,16786,31010,41,10626,1,
EleutherAI/pythia-160m,The quick brown fox,7,606,ang,11308,47235,50160,12267,44441,51,
EleutherAI/pythia-160m,The quick brown fox,7,609,are,1084,32815,43380,1065,29918,1,
EleutherAI/pythia-160m,The quick brown fox,7,684,ates,659,36368,41946,378,30337,1,
EleutherAI/pythia-160m,The quick brown fox,7,695,ric,274,27477,34300,227,24943,1,
EleutherAI/pythia-160m,The quick brown fox,7,720,ject,7,15612,9039,8,8972,1,
EleutherAI/pythia-160m,The quick brown fox,7,723,ings,136,44540,49131,216,28847,1,
EleutherAI/pythia-160m,The quick brown fox,7,778, may,4,872,1030,4,740,1,
EleutherAI/pythia-160m,The quick brown fox,7,807, year,2,3647,3916,4,2504,1,
EleutherAI/pythia-160m,The quick brown fox,7,864,hen,251,27773,33610,239,23410,1,
EleutherAI/pythia-160m,The quick brown fox,7,883,11,2370,17168,24142,2287,20678,48,
EleutherAI/pythia-160m,The quick brown fox,7,888,ident,85,13027,26625,128,15381,1,
EleutherAI/pythia-160m,The quick brown fox,7,896, back,2,1745,6966,2,1083,1,
EleutherAI/pythia-160m,The quick brown fox,7,927, includ,434,20310,18731,411,14833,1,
EleutherAI/pythia-160m,The quick brown fox,7,977,other,7929,46116,38681,11040,42681,19,
EleutherAI/pythia-160m,The quick brown fox,7,1002, produ,1456,19262,26247,1623,19048,7,
EleutherAI/pythia-160m,The quick brown fox,7,1052, 200,6008,27221,31157,4923,24555,427,
EleutherAI/pythia-160m,The quick brown fox,7,1077, very,2,548,2426,2,605,1,
EleutherAI/pythia-160m,The quick brown fox,7,1080,ator,15,13992,9084,31,9340,1,
EleutherAI/pythia-160m,The quick brown fox,7,1104,ients,12931,48332,50036,14110,47308,21,
EleutherAI/pythia-160m,The quick brown fox,7,1123,ave,1461,39610,45256,2381,33562,1,
EleutherAI/pythia-160m,The quick brown fox,7,1138,""">",4694,35271,41704,3914,34173,21,
EleutherAI/pythia-160m,The quick brown fox,7,1140, tra,3,2979,4501,3,1176,1,
EleutherAI/pythia-160m,The quick brown fox,7,1149, gu,2,282,199,2,182,1,
EleutherAI/pythia-160m,The quick brown fox,7,1185, dire,4361,40731,46645,5597,32798,25,
EleutherAI/pythia-160m,The quick brown fox,7,1219, Al,156,11308,12655,139,7564,1,
EleutherAI/pythia-160m,The quick brown fox,7,1223, while,3,3997,2892,3,1674,1,
EleutherAI/pythia-160m,The quick brown fox,7,1239, read,5,6229,12651,5,3967,1,
EleutherAI/pythia-160m,The quick brown fox,7,1251,ng,3149,41779,45442,3296,35885,2,
EleutherAI/pythia-160m,The quick brown fox,7,1427,ulation,271,24688,32319,287,22999,1,
EleutherAI/pythia-160m,The quick brown fox,7,1434,acter,148,30994,29856,183,22101,1,
EleutherAI/pythia-160m,The quick brown fox,7,1450,::,19,23356,15425,7,13103,1,
EleutherAI/pythia-160m,The quick brown fox,7,1453, control,2,1835,7982,2,646,1,
EleutherAI/pythia-160m,The quick brown fox,7,1460, pur,1,104,46,1,28,1,15.571048736572266
EleutherAI/pythia-160m,The quick brown fox,7,1525,99,4856,30389,31686,3103,31217,52,
EleutherAI/pythia-160m,The quick brown fox,7,1546,ural,34,18158,20620,22,15931,1,
EleutherAI/pythia-160m,The quick brown fox,7,1592,fer,30,19781,20015,50,13830,1,
EleutherAI/pythia-160m,The quick brown fox,7,1603,}(,1361,27178,21293,1543,26668,2,
EleutherAI/pythia-160m,The quick brown fox,7,1710,gram,2,3217,4417,2,3012,1,
EleutherAI/pythia-160m,The quick brown fox,7,1740, four,46,3535,5291,68,3783,2,
EleutherAI/pythia-160m,The quick brown fox,7,1751,ene,213,27446,23668,192,23468,1,
EleutherAI/pythia-160m,The quick brown fox,7,1768,bs,232,25527,21049,443,22305,1,
EleutherAI/pythia-160m,The quick brown fox,7,1779,Ch,2604,24071,32671,2842,26861,14,
EleutherAI/pythia-160m,The quick brown fox,7,1788,lection,3399,42147,45688,3485,40046,1,
EleutherAI/pythia-160m,The quick brown fox,7,1813,icro,61,19396,10414,94,17920,1,
EleutherAI/pythia-160m,The quick brown fox,11,60,[,1,10792,441,1,2,1,2.3869051933288574
EleutherAI/pythia-160m,The quick brown fox,11,75,j,1,709,14911,1,2,1,2.204115629196167
EleutherAI/pythia-160m,The quick brown fox,11,80,o,1,7831,3818,1,1,1,1.7181204557418823
EleutherAI/pythia-160m,The quick brown fox,11,81,p,1,13315,2667,1,2,1,1.4435263872146606
EleutherAI/pythia-160m,The quick brown fox,11,264,ed,1,15021,782,1,1,1,1.0505924224853516
EleutherAI/pythia-160m,The quick brown fox,11,268, p,1,599,1258,1,2,1,0.9388436675071716
EleutherAI/pythia-160m,The quick brown fox,11,270, b,1,1973,2228,1,2,1,1.8301081657409668
EleutherAI/pythia-160m,The quick brown fox,11,324,ad,1,20484,120,1,2,1,2.270054340362549
EleutherAI/pythia-160m,The quick brown fox,11,351,od,1,945,33699,1,1,1,2.3184666633605957
EleutherAI/pythia-160m,The quick brown fox,11,359, we,1,592,1316,1,2,1,1.406417965888977
EleutherAI/pythia-160m,The quick brown fox,11,369, was,1,1395,240,1,2,1,0.6674870848655701
EleutherAI/pythia-160m,The quick brown fox,11,389, com,1,1708,4233,1,1,1,1.8326284885406494
EleutherAI/pythia-160m,The quick brown fox,11,398,ers,1,56,728,1,2,1,1.2783997058868408
EleutherAI/pythia-160m,The quick brown fox,11,416, R,1,479,4617,1,2,1,1.7870029211044312
EleutherAI/pythia-160m,The quick brown fox,11,419, ha,1,1421,4016,1,1,1,1.5001554489135742
EleutherAI/pythia-160m,The quick brown fox,11,451,ial,1,1257,23287,1,2,1,1.960209608078003
EleutherAI/pythia-160m,The quick brown fox,11,494,able,1,2089,12762,1,1,1,2.2351863384246826
EleutherAI/pythia-160m,The quick brown fox,11,495, 3,1,3677,940,1,2,1,2.2137327194213867
EleutherAI/pythia-160m,The quick brown fox,11,528,ous,1,1564,6709,1,2,1,1.6631715297698975
EleutherAI/pythia-160m,The quick brown fox,11,598, up,1,1684,120,1,1,1,0.9555093050003052
EleutherAI/pythia-160m,The quick brown fox,11,606,ang,1,30852,35301,1,1,1,2.682891368865967
EleutherAI/pythia-160m,The quick brown fox,11,609,are,1,4879,1386,1,1,1,2.644833564758301
EleutherAI/pythia-160m,The quick brown fox,11,684,ates,1,24044,13599,1,2,1,3.2609713077545166
EleutherAI/pythia-160m,The quick brown fox,11,695,ric,1,2175,21995,1,2,1,2.6392056941986084
EleutherAI/pythia-160m,The quick brown fox,11,720,ject,1,35117,36025,1,1,1,3.0497000217437744
EleutherAI/pythia-160m,The quick brown fox,11,723,ings,1,31052,32681,1,1,1,1.7321701049804688
EleutherAI/pythia-160m,The quick brown fox,11,778, may,1,212,898,1,2,1,1.4595773220062256
EleutherAI/pythia-160m,The quick brown fox,11,807, year,1,3062,2101,1,2,1,2.1660783290863037
EleutherAI/pythia-160m,The quick brown fox,11,864,hen,1,1096,5809,1,2,1,1.6780818700790405
EleutherAI/pythia-160m,The quick brown fox,11,883,11,1,5405,21120,1,2,1,3.6575937271118164
EleutherAI/pythia-160m,The quick brown fox,11,888,ident,1,1222,41283,1,1,1,3.3326609134674072
EleutherAI/pythia-160m,The quick brown fox,11,896, back,1,127,65,1,2,1,1.501487374305725
EleutherAI/pythia-160m,The quick brown fox,11,927, includ,1,39926,9526,1,2,1,3.000720739364624
EleutherAI/pythia-160m,The quick brown fox,11,977,other,1,8818,36583,1,2,1,3.6919288635253906
EleutherAI/pythia-160m,The quick brown fox,11,1002, produ,1,12232,24531,1,2,1,3.542696237564087
EleutherAI/pythia-160m,The quick brown fox,11,1052, 200,1,3942,20543,1,2,1,3.6210315227508545
EleutherAI/pythia-160m,The quick brown fox,11,1077, very,1,199,1580,1,2,1,2.2525827884674072
EleutherAI/pythia-160m,The quick brown fox,11,1080,ator,1,15502,19678,1,2,1,3.1745898723602295
EleutherAI/pythia-160m,The quick brown fox,11,1104,ients,1,14751,40108,1,2,1,3.792421579360962
EleutherAI/pythia-160m,The quick brown fox,11,1123,ave,1,12998,15696,1,2,1,2.7903714179992676
EleutherAI/pythia-160m,The quick brown fox,11,1138,""">",1,14915,24349,1,2,1,2.942192792892456
EleutherAI/pythia-160m,The quick brown fox,11,1140, tra,1,7410,9060,1,1,1,2.0685842037200928
EleutherAI/pythia-160m,The quick brown fox,11,1149, gu,1,3498,201,1,1,1,1.812008261680603
EleutherAI/pythia-160m,The quick brown fox,11,1185, dire,1,14672,29142,1,1,1,2.7489256858825684
EleutherAI/pythia-160m,The quick brown fox,11,1219, Al,1,35023,12553,1,2,1,2.1908445358276367
EleutherAI/pythia-160m,The quick brown fox,11,1223, while,1,10064,9172,1,2,1,2.000603437423706
EleutherAI/pythia-160m,The quick brown fox,11,1239, read,1,867,2340,1,2,1,1.8509607315063477
EleutherAI/pythia-160m,The quick brown fox,11,1251,ng,1,1679,9343,1,1,1,2.703190803527832
EleutherAI/pythia-160m,The quick brown fox,11,1427,ulation,1,23759,8665,1,2,1,3.048825740814209
EleutherAI/pythia-160m,The quick brown fox,11,1434,acter,1,44245,36334,1,1,1,4.102348327636719
EleutherAI/pythia-160m,The quick brown fox,11,1450,::,1,31222,10067,1,1,1,2.1347551345825195
EleutherAI/pythia-160m,The quick brown fox,11,1453, control,1,2374,12524,1,2,1,2.023422956466675
EleutherAI/pythia-160m,The quick brown fox,11,1460, pur,1,1828,976,1,1,1,1.7250735759735107
EleutherAI/pythia-160m,The quick brown fox,11,1525,99,1,29872,20428,1,2,1,4.355762004852295
EleutherAI/pythia-160m,The quick brown fox,11,1546,ural,1,1087,32456,1,2,1,2.3902382850646973
EleutherAI/pythia-160m,The quick brown fox,11,1592,fer,1,24424,9119,1,1,1,2.305393695831299
EleutherAI/pythia-160m,The quick brown fox,11,1603,}(,1,40123,41931,1,2,1,6.417925834655762
EleutherAI/pythia-160m,The quick brown fox,11,1710,gram,1,2126,2419,1,2,1,2.1017038822174072
EleutherAI/pythia-160m,The quick brown fox,11,1740, four,1,284,9070,1,3,1,2.493879556655884
EleutherAI/pythia-160m,The quick brown fox,11,1751,ene,1,1088,19999,1,1,1,3.0088281631469727
EleutherAI/pythia-160m,The quick brown fox,11,1768,bs,1,1214,22215,1,1,1,3.330488920211792
EleutherAI/pythia-160m,The quick brown fox,11,1779,Ch,1,7142,28056,1,2,1,3.831456184387207
EleutherAI/pythia-160m,The quick brown fox,11,1788,lection,1,25165,45484,1,2,1,4.101795196533203
EleutherAI/pythia-160m,The quick brown fox,11,1813,icro,1,29460,39549,1,1,1,3.8441669940948486
