model,context,layer,target_id,target_text,rank1_target,rank1_wrong,rank1_random,top3,top5,top10,rank,margin,rel_margin,win_window_deg,entry_deg,no_worse_frac,voronoi_break,bias_break,nn5_angle
EleutherAI/pythia-160m,The capital of France is,0,1453, control,False,False,False,False,False,True,7.0,-0.02247673273086548,-0.026117904111742973,0.0,20.41982650756836,1.0,True,False,0.26845118403434753
EleutherAI/pythia-160m,The capital of France is,0,1460, pur,False,False,False,False,True,True,5.0,-0.020152926445007324,-0.02312353625893593,0.0,20.72916030883789,1.0,True,False,0.3307362496852875
EleutherAI/pythia-160m,The capital of France is,0,1525,99,False,False,False,False,False,False,536.0,-0.0814637541770935,-0.09959603101015091,0.0,37.422027587890625,1.0,True,False,0.21338318288326263
EleutherAI/pythia-160m,The capital of France is,0,1546,ural,False,False,False,False,False,False,133.0,-0.05399864912033081,-0.06620757281780243,0.0,24.2225284576416,1.0,True,False,0.3620150685310364
EleutherAI/pythia-160m,The capital of France is,0,1592,fer,False,False,False,False,False,False,552.0,-0.07991701364517212,-0.10037382692098618,0.0,28.31715202331543,1.0,True,False,0.3578009605407715
EleutherAI/pythia-160m,The capital of France is,0,1603,}(,False,False,False,False,False,False,1731.0,-0.09851384162902832,-0.12444120645523071,0.0,38.9363899230957,1.0,True,False,0.2042873352766037
EleutherAI/pythia-160m,The capital of France is,0,1710,gram,False,False,False,False,False,False,865.0,-0.0878785252571106,-0.11104892194271088,0.0,29.850706100463867,1.0,True,False,0.34902554750442505
EleutherAI/pythia-160m,The capital of France is,0,1740, four,False,False,False,False,False,True,9.0,-0.022629082202911377,-0.025894680991768837,0.0,21.937740325927734,1.0,True,False,0.15380823612213135
EleutherAI/pythia-160m,The capital of France is,0,1751,ene,False,False,False,False,False,False,186.0,-0.06649720668792725,-0.08215230703353882,0.0,26.29276466369629,1.0,True,False,0.36605939269065857
EleutherAI/pythia-160m,The capital of France is,0,1768,bs,False,False,False,False,False,False,5407.0,-0.12366092205047607,-0.16368763148784637,0.0,34.08066940307617,1.0,True,False,0.3650358021259308
EleutherAI/pythia-160m,The capital of France is,0,1779,Ch,False,False,False,False,False,False,14872.0,-0.14856195449829102,-0.19896578788757324,0.0,46.393943786621094,1.0,True,False,0.2731393277645111
EleutherAI/pythia-160m,The capital of France is,0,1788,lection,False,False,False,False,False,False,2848.0,-0.10265088081359863,-0.13382235169410706,0.0,31.87253761291504,1.0,True,False,0.34281858801841736
EleutherAI/pythia-160m,The capital of France is,0,1813,icro,False,False,False,False,False,False,199.0,-0.0649300217628479,-0.08024849742650986,0.0,27.07013702392578,1.0,True,False,0.3526608645915985
EleutherAI/pythia-160m,The capital of France is,4,60,[,False,False,False,False,False,False,3239.0,-0.12325048446655273,-0.15267345309257507,0.0,35.69233703613281,1.0,True,False,0.29876264929771423
EleutherAI/pythia-160m,The capital of France is,4,75,j,False,False,False,False,False,False,10278.0,-0.15888071060180664,-0.20396578311920166,0.0,44.65031814575195,1.0,True,False,0.3013487458229065
EleutherAI/pythia-160m,The capital of France is,4,80,o,False,False,False,False,False,False,648.0,-0.08532214164733887,-0.1017506942152977,0.0,29.773469924926758,1.0,True,False,0.35200831294059753
EleutherAI/pythia-160m,The capital of France is,4,81,p,False,False,False,False,False,False,4320.0,-0.13171017169952393,-0.16377785801887512,0.0,39.17226028442383,1.0,True,False,0.3245663642883301
EleutherAI/pythia-160m,The capital of France is,4,264,ed,False,False,False,False,False,False,7852.0,-0.15056943893432617,-0.1967586725950241,0.0,33.94148254394531,1.0,True,False,0.3832164406776428
EleutherAI/pythia-160m,The capital of France is,4,268, p,False,False,False,False,False,False,2559.0,-0.11494678258895874,-0.13880780339241028,0.0,38.67193603515625,1.0,True,False,0.2971888482570648
EleutherAI/pythia-160m,The capital of France is,4,270, b,False,False,False,False,False,False,1010.0,-0.09299784898757935,-0.10911523550748825,0.0,36.532066345214844,1.0,True,False,0.2852404713630676
EleutherAI/pythia-160m,The capital of France is,4,324,ad,False,False,False,False,False,False,658.0,-0.08660233020782471,-0.10302770882844925,0.0,31.117338180541992,1.0,True,False,0.3336738049983978
EleutherAI/pythia-160m,The capital of France is,4,351,od,False,False,False,False,False,False,42.0,-0.043633341789245605,-0.04930028319358826,0.0,24.011871337890625,1.0,True,False,0.3438238501548767
EleutherAI/pythia-160m,The capital of France is,4,359, we,False,False,False,False,False,False,1210.0,-0.1022842526435852,-0.12178445607423782,0.0,36.29963302612305,1.0,True,False,0.2921333611011505
EleutherAI/pythia-160m,The capital of France is,4,369, was,False,False,False,False,False,False,5218.0,-0.14172685146331787,-0.17434006929397583,0.0,47.53504943847656,1.0,True,False,0.2522128224372864
EleutherAI/pythia-160m,The capital of France is,4,389, com,False,False,False,False,False,False,35.0,-0.03846675157546997,-0.04290982335805893,0.0,23.861040115356445,1.0,True,False,0.3241788446903229
EleutherAI/pythia-160m,The capital of France is,4,398,ers,False,False,False,False,False,False,1198.0,-0.10082602500915527,-0.12349175661802292,0.0,29.690975189208984,1.0,True,False,0.3766348659992218
EleutherAI/pythia-160m,The capital of France is,4,416, R,False,False,False,False,False,False,4711.0,-0.13117986917495728,-0.16144870221614838,0.0,42.089324951171875,1.0,True,False,0.2701759934425354
EleutherAI/pythia-160m,The capital of France is,4,419, ha,False,False,False,False,False,False,114.0,-0.058226943016052246,-0.06600242853164673,0.0,28.61821174621582,1.0,True,False,0.3277069330215454
EleutherAI/pythia-160m,The capital of France is,4,451,ial,False,False,False,False,False,False,1391.0,-0.1022331714630127,-0.12529900670051575,0.0,29.949745178222656,1.0,True,False,0.3698815405368805
EleutherAI/pythia-160m,The capital of France is,4,494,able,False,False,False,False,False,False,3134.0,-0.12436479330062866,-0.1565936803817749,0.0,32.21720504760742,1.0,True,False,0.35500040650367737
EleutherAI/pythia-160m,The capital of France is,4,495, 3,False,False,False,False,False,False,1627.0,-0.10436153411865234,-0.12336637079715729,0.0,45.63080596923828,1.0,True,False,0.1760614663362503
EleutherAI/pythia-160m,The capital of France is,4,528,ous,False,False,False,False,False,False,2181.0,-0.11483705043792725,-0.14212709665298462,0.0,32.23435974121094,1.0,True,False,0.37491947412490845
EleutherAI/pythia-160m,The capital of France is,4,598, up,False,False,False,False,False,False,14.0,-0.028315246105194092,-0.031138388440012932,0.0,21.917654037475586,1.0,True,False,0.3034505844116211
EleutherAI/pythia-160m,The capital of France is,4,606,ang,False,False,False,False,False,False,889.0,-0.09060806035995483,-0.10898429155349731,0.0,30.67007064819336,1.0,True,False,0.34365829825401306
EleutherAI/pythia-160m,The capital of France is,4,609,are,False,False,False,False,False,False,520.0,-0.08275377750396729,-0.09806156903505325,0.0,30.1707820892334,1.0,True,False,0.32972580194473267
EleutherAI/pythia-160m,The capital of France is,4,684,ates,False,False,False,False,False,False,2944.0,-0.11927938461303711,-0.14865584671497345,0.0,33.3958625793457,1.0,True,False,0.3453785479068756
EleutherAI/pythia-160m,The capital of France is,4,695,ric,False,False,False,False,False,False,1001.0,-0.09227818250656128,-0.11178558319807053,0.0,29.77927589416504,1.0,True,False,0.35293135046958923
EleutherAI/pythia-160m,The capital of France is,4,720,ject,False,False,False,False,False,False,3398.0,-0.11669337749481201,-0.1460082232952118,0.0,34.47224426269531,1.0,True,False,0.3422251343727112
EleutherAI/pythia-160m,The capital of France is,4,723,ings,False,False,False,False,False,False,8141.0,-0.1473795771598816,-0.1946118175983429,0.0,32.011695861816406,1.0,True,False,0.40382272005081177
EleutherAI/pythia-160m,The capital of France is,4,778, may,False,False,False,False,False,False,895.0,-0.10791563987731934,-0.12666594982147217,0.0,41.98731231689453,1.0,True,False,0.2620701491832733
EleutherAI/pythia-160m,The capital of France is,4,807, year,False,False,False,False,False,True,9.0,-0.015317261219024658,-0.01669173128902912,0.0,19.78380012512207,1.0,True,False,0.26806432008743286
EleutherAI/pythia-160m,The capital of France is,4,864,hen,False,False,False,False,False,False,2203.0,-0.11388373374938965,-0.14057502150535583,0.0,33.40375900268555,1.0,True,False,0.34600767493247986
EleutherAI/pythia-160m,The capital of France is,4,883,11,False,False,False,False,False,False,5021.0,-0.1333087682723999,-0.1634112000465393,0.0,52.55855941772461,1.0,True,False,0.18946771323680878
EleutherAI/pythia-160m,The capital of France is,4,888,ident,False,False,False,False,False,False,3722.0,-0.12415438890457153,-0.15505492687225342,0.0,36.56222915649414,1.0,True,False,0.3237609565258026
EleutherAI/pythia-160m,The capital of France is,4,896, back,True,False,False,True,True,True,1.0,0.010769009590148926,0.011442868039011955,1.7901725769042969,15.209827423095703,1.0,True,False,0.28798651695251465
EleutherAI/pythia-160m,The capital of France is,4,927, includ,False,False,False,False,False,False,101.0,-0.05987018346786499,-0.06754685938358307,0.0,30.680315017700195,1.0,True,False,0.30799153447151184
EleutherAI/pythia-160m,The capital of France is,4,977,other,False,False,False,False,False,False,250.0,-0.06956285238265991,-0.08130230009555817,0.0,27.44156265258789,1.0,True,False,0.295927494764328
EleutherAI/pythia-160m,The capital of France is,4,1002, produ,False,False,False,False,False,False,3801.0,-0.12232851982116699,-0.14897260069847107,0.0,42.82261657714844,1.0,True,False,0.2867116928100586
