model,theta_cell,theta_author,phi
Qwen2-1.5B-Instruct,6.724295616149902,8.406207509669002,52.90010070800781
Qwen2-1.5B-Instruct,5.6729865074157715,6.701870406075721,52.04883575439453
Qwen2-1.5B-Instruct,6.0202765464782715,10.988114638582203,51.73482894897461
Qwen2-1.5B-Instruct,2.595707416534424,3.0283419534435736,52.057437896728516
Qwen2-1.5B-Instruct,7.017189979553223,11.299639566626485,51.96721649169922
Qwen2-1.5B-Instruct,4.502673625946045,5.049593004336277,53.49235153198242
Qwen2-1.5B-Instruct,5.1757402420043945,5.908748839653841,54.03694152832031
Qwen2-1.5B-Instruct,3.550933599472046,4.142434599531863,52.531490325927734
Qwen2-1.5B-Instruct,4.764523506164551,5.296285776778797,53.6867790222168
Qwen2-1.5B-Instruct,4.966686248779297,5.438141975650792,54.39081954956055
Qwen2-1.5B-Instruct,5.821774959564209,6.712259123803311,52.96974563598633
Qwen2-1.5B-Instruct,6.44089412689209,10.4513983736026,50.898799896240234
Qwen2-1.5B-Instruct,5.177708148956299,5.762890149928219,54.142295837402344
Qwen2-1.5B-Instruct,6.298276901245117,7.134289682429229,52.88866424560547
Qwen2-1.5B-Instruct,5.700626850128174,6.934110498234495,51.93480682373047
Qwen2-1.5B-Instruct,4.602109432220459,5.2070561854617505,52.9713134765625
Qwen2-1.5B-Instruct,6.913471221923828,8.675678962993516,52.700965881347656
Qwen2-1.5B-Instruct,4.469666004180908,5.123966934208545,54.095558166503906
Qwen2-1.5B-Instruct,4.731268882751465,5.172386145234766,54.27699279785156
Qwen2-1.5B-Instruct,6.290552139282227,15.018219947024036,46.863468170166016
Qwen2-1.5B-Instruct,3.854933977127075,4.462442622525301,52.431575775146484
Qwen2-1.5B-Instruct,4.464447975158691,5.579513231091716,52.064613342285156
Qwen2-1.5B-Instruct,4.468614101409912,5.0745436853743335,53.27627182006836
Qwen2-1.5B-Instruct,6.717817783355713,7.334004413760401,53.562129974365234
Qwen2-1.5B-Instruct,5.246205806732178,5.971006013938507,53.132320404052734
Qwen2-1.5B-Instruct,4.045929908752441,4.856892877282707,51.63202667236328
Qwen2-1.5B-Instruct,6.780150890350342,7.816857806945283,52.8350944519043
Qwen2-1.5B-Instruct,5.183986663818359,5.651728821186261,53.46149444580078
Qwen2-1.5B-Instruct,5.268977165222168,5.883408837833094,53.34294891357422
Qwen2-1.5B-Instruct,5.43710994720459,6.052175982034939,52.066619873046875
Qwen2-1.5B-Instruct,6.018582820892334,7.008375145080044,51.637325286865234
Qwen2-1.5B-Instruct,7.379429340362549,8.378524752962942,52.157562255859375
Qwen2-1.5B-Instruct,6.818055152893066,9.000317854244223,51.028594970703125
Qwen2-1.5B-Instruct,6.698024272918701,7.5616204678510766,53.10293960571289
Qwen2-1.5B-Instruct,8.925263404846191,10.172958881897861,51.823516845703125
Qwen2-1.5B-Instruct,6.461593151092529,7.8796955473094,51.442420959472656
Qwen2-1.5B-Instruct,8.318737983703613,9.74423473788533,52.10344314575195
Qwen2-1.5B-Instruct,7.683291912078857,9.82901104586353,52.337066650390625
Qwen2-1.5B-Instruct,8.157957077026367,9.171209187277942,51.78773498535156
Qwen2-1.5B-Instruct,6.817680835723877,8.728715381898665,50.2742805480957
Qwen2-1.5B-Instruct,5.618938446044922,6.392469666863314,52.542938232421875
Qwen2-1.5B-Instruct,8.09744930267334,9.152473978384597,52.30608367919922
Qwen2-1.5B-Instruct,7.6409010887146,8.684387454185282,51.72432327270508
Qwen2-1.5B-Instruct,7.930014610290527,8.982047098214439,52.70030212402344
Qwen2-1.5B-Instruct,7.921964168548584,,42.802223205566406
Qwen2-1.5B-Instruct,5.77726411819458,6.466256200466962,53.46522521972656
Qwen2-1.5B-Instruct,6.372029781341553,6.966437783576166,53.24496841430664
Qwen2-1.5B-Instruct,8.049861907958984,8.95629728504349,52.4302864074707
Qwen2-1.5B-Instruct,8.117910385131836,9.184288999538516,52.27162551879883
Qwen2-1.5B-Instruct,7.063803672790527,8.29253267131248,51.42628860473633
Qwen2-1.5B-Instruct,6.917357921600342,8.059370503615755,51.79930114746094
Qwen2-1.5B-Instruct,4.096868515014648,4.459587603452236,53.273956298828125
Qwen2-1.5B-Instruct,7.81348991394043,9.464135510212278,52.03660583496094
Qwen2-1.5B-Instruct,6.437087535858154,7.061814545146223,52.965633392333984
Qwen2-1.5B-Instruct,6.477384567260742,7.336791130941767,53.482608795166016
Qwen2-1.5B-Instruct,5.536862850189209,6.261186600826499,52.401527404785156
Qwen2-1.5B-Instruct,6.325798511505127,6.939820536380625,53.4315071105957
Qwen2-1.5B-Instruct,6.407166004180908,6.895089627506212,54.044456481933594
Qwen2-1.5B-Instruct,7.056718349456787,8.04524567241217,52.249290466308594
Qwen2-1.5B-Instruct,8.420701026916504,9.834065385849339,51.931758880615234
Qwen2-1.5B-Instruct,6.3199687004089355,7.17760674214545,53.30134963989258
Qwen2-1.5B-Instruct,10.353719711303711,11.536250979854067,52.43585968017578
Qwen2-1.5B-Instruct,7.03737211227417,8.740203760082627,50.99861526489258
Qwen2-1.5B-Instruct,5.02308988571167,5.751545205716828,52.508262634277344
Qwen2-1.5B-Instruct,9.60195541381836,11.681672537472808,52.040950775146484
