model,context,layer,target_id,target_text,rank1_target,rank1_wrong,rank1_random,top3,top5,top10,rank,margin,rel_margin,win_window_deg,entry_deg,no_worse_frac,voronoi_break,bias_break,nn5_angle
EleutherAI/pythia-160m,The capital of France is,4,977,other,True,False,False,True,True,True,1.0,0.0527501106262207,0.023628516122698784,17.55843734741211,27.44156265258789,1.0,True,False,0.295927494764328
EleutherAI/pythia-160m,The capital of France is,4,1002, produ,True,False,False,True,True,True,1.0,0.0073969364166259766,0.0034061737824231386,2.1773834228515625,42.82261657714844,1.0,True,False,0.2867116928100586
EleutherAI/pythia-160m,The capital of France is,4,1052, 200,True,False,False,True,True,True,1.0,0.010019779205322266,0.004576896317303181,2.6221656799316406,42.37783432006836,1.0,True,False,0.15573589503765106
EleutherAI/pythia-160m,The capital of France is,4,1077, very,True,False,False,True,True,True,1.0,0.07052373886108398,0.03077252395451069,29.824228286743164,15.175771713256836,1.0,True,False,0.23920641839504242
EleutherAI/pythia-160m,The capital of France is,4,1080,ator,True,False,False,True,True,True,1.0,0.11023306846618652,0.04920114576816559,18.892784118652344,26.107215881347656,1.0,True,False,0.3369138836860657
EleutherAI/pythia-160m,The capital of France is,4,1104,ients,True,False,False,True,True,True,1.0,0.05853915214538574,0.027242692187428474,8.07769775390625,36.92230224609375,1.0,True,False,0.37804409861564636
EleutherAI/pythia-160m,The capital of France is,4,1123,ave,True,False,False,True,True,True,1.0,0.0939478874206543,0.04235542193055153,14.40532112121582,30.59467887878418,1.0,True,False,0.34136632084846497
EleutherAI/pythia-160m,The capital of France is,4,1138,""">",False,False,False,True,True,True,2.0,-0.005324125289916992,-0.0024793350603431463,0.0,45.907196044921875,1.0,True,False,0.272743284702301
EleutherAI/pythia-160m,The capital of France is,4,1140, tra,True,False,False,True,True,True,1.0,0.0804743766784668,0.03610575571656227,14.952337265014648,30.04766273498535,1.0,True,False,0.3225400149822235
EleutherAI/pythia-160m,The capital of France is,4,1149, gu,True,False,False,True,True,True,1.0,0.06994962692260742,0.031372033059597015,14.121828079223633,30.878171920776367,1.0,True,False,0.3187485933303833
